Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From,Approval User
TXN-0005664,Bill,2024-12-22,Dec 2024,BIL-283102,Open,Yes,Cloudflare,5000,COGS,Training session,SKU-ENSO-TEAM,Enso Team License,3.56,Each,1806.79,USD,1.0,6426.93,610.56,7037.49,6426.93,Enso EU,UK-South,Marketing,SMB,Due on Receipt,,,Amelia Wong
TXN-0005665,Invoice,2024-12-10,Dec 2024,INV-467774,Open,Yes,Stark Corp,4100,Services Revenue,Support plan,SKU-TRNG-01,Admin Training,10.49,Hour,603.81,USD,1.0,21202.44,2014.23,23216.67,21202.44,Enso EU,EU-Central,Operations,Enterprise,Net 30,,,Noah Smith
TXN-0005666,Vendor Payment,2024-12-25,Dec 2024,VEN-837178,Processed,Yes,Oracle,6100,R&D Expense,Cloud services,,,,,,USD,1.0,13221.49,0.0,13221.49,13221.49,Enso US,EU-Central,Operations,Enterprise,,Credit Card,,Jane Miller
TXN-0005667,Journal Entry,2024-12-04,Dec 2024,JOU-599784,Posted,Yes,KPMG,2000,Accounts Payable,Inventory receipt,,,,,,USD,1.0,10030.48,0.0,10030.48,10030.48,Enso US,US-East,R&D,Mid-Market,,,,Liam O'Connor
TXN-0005668,Cash Sale,2024-12-20,Dec 2024,CAS-424414,Paid,Yes,Hooli Partners,4100,Services Revenue,Consulting services,SKU-TRNG-01,Admin Training,6.51,Hour,956.14,USD,1.0,1768.8,154.77,1923.57,1768.8,Enso UK,US-West,Sales,SMB,,Wire,,Jane Miller
TXN-0005669,Item Receipt,2024-12-12,Dec 2024,ITE-465003,Received,Yes,Stripe,1200,Inventory,Support plan,SKU-ENSO-TEAM,Enso Team License,6.87,Each,2116.64,USD,1.0,11036.03,551.8,11587.83,11036.03,Enso EU,US-West,R&D,Enterprise,,,,Liam O'Connor
TXN-0005670,Expense Report,2024-12-18,Dec 2024,EXP-554622,Paid,Yes,Google Cloud,5000,COGS,Subscription,SKU-ENSO-TEAM,Enso Team License,3.09,Each,1330.39,USD,1.0,6787.55,644.82,7432.37,6787.55,Enso UK,US-West,HR,Mid-Market,,,,Maya Patel
TXN-0005671,Transfer,2024-12-10,Dec 2024,TRA-126067,Completed,Yes,Stripe,3000,Equity,Subscription,,,,,,USD,1.0,6382.63,0.0,6382.63,6382.63,Enso US,EU-Central,R&D,Internal,,,,Liam O'Connor
TXN-0005672,Customer Payment,2024-12-09,Dec 2024,CUS-925094,Undeposited,Yes,Soylent LLC,4200,Product Revenue,License renewal,,,,,,USD,1.0,10155.15,0.0,10155.15,10155.15,Enso US,US-East,R&D,Mid-Market,,Wire,,Sophia Garcia
TXN-0005673,Bill,2024-12-21,Dec 2024,BIL-187216,Open,Yes,Google Cloud,5000,COGS,Support plan,SKU-SUP-STD,Standard Support,6.71,Month,971.63,USD,1.0,10192.72,891.86,11084.58,10192.72,Enso US,US-West,HR,Enterprise,Due on Receipt,,,Sophia Garcia
TXN-0005674,Bill,2024-12-10,Dec 2024,BIL-801680,Open,Yes,Cisco,6200,G&A Expense,Inventory receipt,SKU-SUP-STD,Standard Support,9.8,Month,1505.27,USD,1.0,13459.6,1278.66,14738.26,13459.6,Enso UK,UK-South,Sales,Mid-Market,Net 15,,,Derrick Cho
TXN-0005675,Vendor Payment,2024-12-01,Dec 2024,VEN-152342,Processed,Yes,Cloudflare,6100,R&D Expense,Inventory receipt,,,,,,USD,1.0,5248.13,0.0,5248.13,5248.13,Enso EU,US-West,R&D,Enterprise,,Wire,,
TXN-0005676,Customer Payment,2024-12-31,Dec 2024,CUS-573014,Undeposited,Yes,Pied Piper Corp,4000,Revenue,Subscription,,,,,,USD,1.0,683.6,0.0,683.6,683.6,Enso US,US-West,Finance,Enterprise,,ACH,,Elena Petrova
TXN-0005677,Transfer,2024-12-19,Dec 2024,TRA-812360,Completed,Yes,Dell,4100,Services Revenue,Subscription,,,,,,EUR,1.09,42368.51,0.0,42368.51,46181.68,Enso US,US-West,Marketing,Internal,,,,Sophia Garcia
TXN-0005678,Invoice,2024-12-17,Dec 2024,INV-502078,Partially Paid,Yes,Tyrell LLC,4200,Product Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,11.1,Month,1173.73,USD,1.0,1340.66,67.03,1407.69,1340.66,Enso US,EU-Central,R&D,Mid-Market,Net 15,,,Elena Petrova
TXN-0005679,Invoice,2024-12-09,Dec 2024,INV-335945,Open,Yes,Initech Partners,4100,Services Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,1.0,Each,354.74,USD,1.0,23668.21,2070.97,25739.18,23668.21,Enso EU,US-East,Finance,Internal,Net 30,,,Sophia Garcia
TXN-0005680,Expense Report,2024-12-19,Dec 2024,EXP-825011,Paid,Yes,AWS,6000,Sales & Marketing,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,1.0,Each,515.41,USD,1.0,13807.79,1208.18,15015.97,13807.79,Enso US,EU-Central,Sales,Internal,,,,Elena Petrova
TXN-0005681,Vendor Payment,2024-12-22,Dec 2024,VEN-298731,Processed,Yes,HP,6000,Sales & Marketing,Inventory receipt,,,,,,USD,1.0,10895.94,0.0,10895.94,10895.94,Enso EU,US-West,Operations,Internal,,Credit Card,,Sophia Garcia
TXN-0005682,Cash Sale,2024-12-28,Dec 2024,CAS-244231,Paid,Yes,Soylent Corp,4200,Product Revenue,Travel & meals,SKU-ENSO-PRO,Enso Pro License,9.3,Each,923.76,GBP,1.27,15264.04,1335.6,16599.64,19385.33,Enso EU,UK-South,Finance,Internal,,Check,,Ethan Brown
TXN-0005683,Customer Payment,2024-12-01,Dec 2024,CUS-682812,Undeposited,Yes,Vehement Corp,4100,Services Revenue,License renewal,,,,,,USD,1.0,12103.11,0.0,12103.11,12103.11,Enso US,US-East,Marketing,Internal,,Credit Card,,Sophia Garcia
TXN-0005684,Bill,2024-12-09,Dec 2024,BIL-735721,Partially Paid,Yes,Dell,6200,G&A Expense,Quarterly true-up,SKU-SUP-STD,Standard Support,5.55,Month,363.46,USD,1.0,4532.22,0.0,4532.22,4532.22,Enso UK,US-West,Operations,Mid-Market,Net 45,,,Derrick Cho
TXN-0005685,Journal Entry,2024-12-31,Dec 2024,JOU-283873,Posted,Yes,HP,1200,Inventory,Subscription,,,,,,USD,1.0,14119.0,0.0,14119.0,14119.0,Enso US,US-West,Operations,Mid-Market,,,,
TXN-0005686,Vendor Payment,2024-12-06,Dec 2024,VEN-970388,Processed,Yes,Salesforce,6000,Sales & Marketing,License renewal,,,,,,USD,1.0,2605.94,0.0,2605.94,2605.94,Enso UK,US-West,HR,Mid-Market,,ACH,,Sophia Garcia
TXN-0005687,Journal Entry,2024-12-05,Dec 2024,JOU-589642,Posted,Yes,Deloitte,2100,Accrued Expenses,Cloud services,,,,,,USD,1.0,31937.37,0.0,31937.37,31937.37,Enso US,UK-South,Finance,SMB,,,,Liam O'Connor
TXN-0005688,Customer Payment,2024-12-19,Dec 2024,CUS-159556,Deposited,Yes,Pied Piper Corp,4200,Product Revenue,Consulting services,,,,,,GBP,1.27,12516.04,0.0,12516.04,15895.37,Enso EU,EU-Central,Sales,SMB,,ACH,,Noah Smith
TXN-0005689,Customer Payment,2024-12-23,Dec 2024,CUS-322322,Undeposited,Yes,Wonka Corp,4100,Services Revenue,Subscription,,,,,,EUR,1.09,22711.16,0.0,22711.16,24755.16,Enso US,US-West,R&D,SMB,,ACH,,
TXN-0005690,Invoice,2024-12-10,Dec 2024,INV-278161,Paid In Full,Yes,Umbrella Partners,4200,Product Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,4.88,Month,327.02,USD,1.0,9659.24,0.0,9659.24,9659.24,Enso EU,US-East,Sales,SMB,Net 45,,,
TXN-0005691,Bill,2024-12-25,Dec 2024,BIL-441179,Open,Yes,Stripe,6200,G&A Expense,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,12.52,Each,1258.42,EUR,1.09,12940.1,0.0,12940.1,14104.71,Enso UK,UK-South,Finance,Enterprise,Net 30,,,
TXN-0005692,Bill,2024-12-15,Dec 2024,BIL-466275,Paid In Full,Yes,Fastly,5000,COGS,Training session,SKU-TRNG-01,Admin Training,7.07,Hour,627.94,USD,1.0,6864.34,600.63,7464.97,6864.34,Enso UK,UK-South,R&D,Internal,Due on Receipt,,,Carlos Ortiz
TXN-0005693,Bill,2024-12-16,Dec 2024,BIL-214929,Paid In Full,Yes,Accenture,6000,Sales & Marketing,Training session,SKU-TRNG-01,Admin Training,8.61,Hour,1279.97,USD,1.0,8811.0,770.96,9581.96,8811.0,Enso UK,EU-Central,Marketing,Enterprise,Net 45,,,Amelia Wong
TXN-0005694,Vendor Payment,2024-12-14,Dec 2024,VEN-871363,Processed,Yes,AWS,5000,COGS,Hardware purchase,,,,,,USD,1.0,9353.97,0.0,9353.97,9353.97,Enso EU,US-East,Sales,Enterprise,,Check,,Jane Miller
TXN-0005695,Customer Payment,2024-12-01,Dec 2024,CUS-546157,Undeposited,Yes,Aperture LLC,4200,Product Revenue,Support plan,,,,,,USD,1.0,15929.89,0.0,15929.89,15929.89,Enso US,US-West,Sales,Internal,,Wire,,Carlos Ortiz
TXN-0005696,Bank Deposit,2024-12-31,Dec 2024,BAN-801868,Deposited,Yes,HP,3000,Equity,Training session,,,,,,USD,1.0,20020.94,0.0,20020.94,20020.94,Enso UK,UK-South,Operations,Internal,,Wire,,Marcus Johnson
TXN-0005697,Item Receipt,2024-12-23,Dec 2024,ITE-246704,Received,Yes,Google Cloud,1200,Inventory,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,11.71,Each,8.1,USD,1.0,19164.79,1820.66,20985.45,19164.79,Enso UK,EU-Central,HR,Internal,,,,Elena Petrova
TXN-0005698,Vendor Payment,2024-12-13,Dec 2024,VEN-545811,Processed,Yes,Stripe,6200,G&A Expense,Consulting services,,,,,,USD,1.0,5706.96,0.0,5706.96,5706.96,Enso US,UK-South,Marketing,SMB,,Credit Card,,Maya Patel
TXN-0005699,Bill,2024-12-24,Dec 2024,BIL-413077,Partially Paid,Yes,Oracle,5000,COGS,Cloud services,SKU-TRNG-01,Admin Training,7.14,Hour,982.95,USD,1.0,5806.22,290.31,6096.53,5806.22,Enso EU,US-West,Sales,SMB,Net 45,,,Amelia Wong
TXN-0005700,Bank Deposit,2024-12-01,Dec 2024,BAN-933577,Deposited,Yes,Accenture,6200,G&A Expense,Inventory receipt,,,,,,USD,1.0,11791.1,0.0,11791.1,11791.1,Enso EU,UK-South,Finance,SMB,,Check,,Carlos Ortiz
TXN-0005701,Journal Entry,2024-12-17,Dec 2024,JOU-761075,Posted,Yes,HP,4000,Revenue,License renewal,,,,,,USD,1.0,19801.2,0.0,19801.2,19801.2,Enso EU,US-West,R&D,Enterprise,,,,Sophia Garcia
TXN-0005702,Vendor Payment,2024-12-16,Dec 2024,VEN-218128,Processed,Yes,Fastly,6200,G&A Expense,Travel & meals,,,,,,GBP,1.27,4454.54,0.0,4454.54,5657.27,Enso US,US-East,Marketing,Mid-Market,,ACH,,
TXN-0005703,Item Receipt,2024-12-04,Dec 2024,ITE-650729,Received,Yes,AWS,1200,Inventory,Monthly charge,SKU-ENSO-PRO,Enso Pro License,1.97,Each,1435.59,USD,1.0,13093.32,1243.87,14337.19,13093.32,Enso EU,EU-Central,Sales,Mid-Market,,,,Ethan Brown
TXN-0005704,Vendor Payment,2024-12-16,Dec 2024,VEN-784095,Processed,Yes,Cisco,6000,Sales & Marketing,Travel & meals,,,,,,USD,1.0,7786.16,0.0,7786.16,7786.16,Enso US,UK-South,Marketing,SMB,,Check,,Amelia Wong
TXN-0005705,Bill,2024-12-18,Dec 2024,BIL-121509,Partially Paid,Yes,Fastly,6000,Sales & Marketing,Hardware purchase,SKU-TRNG-01,Admin Training,2.6,Hour,709.77,USD,1.0,1046.42,99.41,1145.83,1046.42,Enso UK,US-East,Finance,SMB,Net 30,,,Maya Patel
TXN-0005706,Journal Entry,2024-12-19,Dec 2024,JOU-400392,Posted,Yes,Dell,5000,COGS,Travel & meals,,,,,,USD,1.0,16561.0,0.0,16561.0,16561.0,Enso EU,UK-South,Finance,Enterprise,,,,Maya Patel
TXN-0005707,Bill,2024-12-14,Dec 2024,BIL-226356,Open,Yes,Oracle,6100,R&D Expense,Cloud services,SKU-ENSO-TEAM,Enso Team License,6.47,Each,1202.57,USD,1.0,2038.54,178.37,2216.91,2038.54,Enso UK,EU-Central,Sales,SMB,Net 45,,,Maya Patel
TXN-0005708,Bill,2024-12-02,Dec 2024,BIL-426500,Paid In Full,Yes,Google Cloud,6200,G&A Expense,Monthly charge,SKU-TRNG-01,Admin Training,6.17,Hour,2261.17,USD,1.0,5468.47,273.42,5741.89,5468.47,Enso US,US-West,Marketing,Internal,Net 30,,,
TXN-0005709,Invoice,2024-12-25,Dec 2024,INV-188305,Partially Paid,Yes,Wonka Partners,4000,Revenue,Training session,SKU-SUP-PREM,Premium Support,11.38,Month,139.32,USD,1.0,6405.34,320.27,6725.61,6405.34,Enso US,UK-South,Marketing,Mid-Market,Due on Receipt,,,Priya Shah
TXN-0005710,Vendor Payment,2024-12-20,Dec 2024,VEN-389315,Processed,Yes,Cisco,5000,COGS,Support plan,,,,,,USD,1.0,4475.54,0.0,4475.54,4475.54,Enso UK,EU-Central,Sales,SMB,,ACH,,Sophia Garcia
TXN-0005711,Journal Entry,2024-12-16,Dec 2024,JOU-821430,Posted,Yes,Microsoft,6000,Sales & Marketing,Cloud services,,,,,,USD,1.0,34370.0,0.0,34370.0,34370.0,Enso US,UK-South,R&D,Internal,,,,
TXN-0005712,Vendor Payment,2024-12-18,Dec 2024,VEN-569693,Processed,Yes,KPMG,6100,R&D Expense,Inventory receipt,,,,,,USD,1.0,1922.24,0.0,1922.24,1922.24,Enso UK,UK-South,Operations,Enterprise,,ACH,,Marcus Johnson
TXN-0005713,Invoice,2024-12-10,Dec 2024,INV-226963,Paid In Full,Yes,Initech Corp,4000,Revenue,Travel & meals,SKU-SUP-STD,Standard Support,5.05,Month,1775.86,GBP,1.27,12167.67,1064.67,13232.34,15452.94,Enso US,US-East,Marketing,Mid-Market,Net 30,,,
TXN-0005714,Customer Payment,2024-12-22,Dec 2024,CUS-844802,Deposited,Yes,Cyberdyne Partners,4100,Services Revenue,Consulting services,,,,,,USD,1.0,19124.07,0.0,19124.07,19124.07,Enso UK,UK-South,Sales,Enterprise,,Check,,Carlos Ortiz
TXN-0005715,Invoice,2024-12-20,Dec 2024,INV-692054,Open,Yes,Wonka Partners,4200,Product Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,2.37,Each,1924.9,USD,1.0,23687.81,0.0,23687.81,23687.81,Enso UK,US-West,Marketing,Internal,Net 15,,,Jane Miller
TXN-0005716,Item Receipt,2024-12-28,Dec 2024,ITE-467127,Received,Yes,Dell,1200,Inventory,License renewal,SKU-ENSO-PRO,Enso Pro License,4.89,Each,1600.29,USD,1.0,17272.14,863.61,18135.75,17272.14,Enso UK,US-West,Operations,Internal,,,,Elena Petrova
TXN-0005717,Transfer,2024-12-26,Dec 2024,TRA-115229,Completed,Yes,Dell,5100,Freight Out,License renewal,,,,,,GBP,1.27,13773.67,0.0,13773.67,17492.56,Enso US,UK-South,R&D,Mid-Market,,,,Liam O'Connor
TXN-0005718,Item Receipt,2024-12-17,Dec 2024,ITE-342856,Received,Yes,AWS,1200,Inventory,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,4.15,Each,1654.53,EUR,1.09,12790.59,639.53,13430.12,13941.74,Enso UK,US-East,R&D,SMB,,,,Ethan Brown
TXN-0005719,Bank Deposit,2024-12-07,Dec 2024,BAN-370327,Deposited,Yes,Zoom,1000,Checking,Hardware purchase,,,,,,GBP,1.27,34357.07,0.0,34357.07,43633.48,Enso EU,US-West,Sales,Mid-Market,,Check,,Carlos Ortiz
TXN-0005720,Vendor Credit,2024-12-22,Dec 2024,VEN-100154,Open,Yes,Google Cloud,6200,G&A Expense,Quarterly true-up,SKU-TRNG-01,Admin Training,10.43,Hour,2278.76,GBP,1.27,-8728.35,0.0,-8728.35,-11085.0,Enso US,UK-South,HR,SMB,,,,Priya Shah
TXN-0005721,Bill,2024-12-11,Dec 2024,BIL-785369,Open,Yes,Dell,6200,G&A Expense,Promotion credit,SKU-TRNG-01,Admin Training,5.66,Hour,1015.65,USD,1.0,13815.12,0.0,13815.12,13815.12,Enso UK,US-East,R&D,Enterprise,Net 15,,,Priya Shah
TXN-0005722,Invoice,2024-12-06,Dec 2024,INV-126879,Partially Paid,Yes,Cyberdyne Corp,4000,Revenue,Subscription,SKU-SUP-STD,Standard Support,10.62,Month,867.05,USD,1.0,21017.03,1050.85,22067.88,21017.03,Enso US,US-East,R&D,Mid-Market,Due on Receipt,,,
TXN-0005723,Invoice,2024-12-06,Dec 2024,INV-655144,Partially Paid,Yes,Globex Corp,4100,Services Revenue,Promotion credit,SKU-SUP-PREM,Premium Support,7.47,Month,2147.4,USD,1.0,21519.93,2044.39,23564.32,21519.93,Enso US,EU-Central,Sales,Mid-Market,Net 45,,,
TXN-0005724,Credit Memo,2024-12-24,Dec 2024,CRE-728443,Open,Yes,Cyberdyne LLC,4000,Revenue,Inventory receipt,SKU-SUP-PREM,Premium Support,6.35,Month,1215.57,USD,1.0,-19628.87,0.0,-19628.87,-19628.87,Enso US,US-West,Finance,Mid-Market,,,,Elena Petrova
TXN-0005725,Invoice,2024-12-17,Dec 2024,INV-618601,Open,Yes,Umbrella Corp,4100,Services Revenue,Promotion credit,SKU-ENSO-TEAM,Enso Team License,3.07,Each,970.21,USD,1.0,9051.16,859.86,9911.02,9051.16,Enso UK,EU-Central,Operations,SMB,Net 30,,,Jane Miller
TXN-0005726,Journal Entry,2024-12-04,Dec 2024,JOU-361680,Approved,Yes,Cloudflare,4000,Revenue,Cloud services,,,,,,GBP,1.27,3752.21,0.0,3752.21,4765.31,Enso EU,EU-Central,Marketing,Enterprise,,,,Amelia Wong
TXN-0005727,Journal Entry,2024-12-25,Dec 2024,JOU-380915,Approved,Yes,Microsoft,5000,COGS,Consulting services,,,,,,USD,1.0,11856.07,0.0,11856.07,11856.07,Enso US,US-East,Sales,Internal,,,,Amelia Wong
TXN-0005728,Credit Memo,2024-12-19,Dec 2024,CRE-512983,Applied,Yes,Tyrell Corp,4000,Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,6.07,Each,1093.36,USD,1.0,-13516.42,0.0,-13516.42,-13516.42,Enso US,EU-Central,Sales,Internal,,,,Ethan Brown
TXN-0005729,Cash Sale,2024-12-28,Dec 2024,CAS-862467,Paid,Yes,Acme LLC,4100,Services Revenue,Support plan,SKU-SUP-STD,Standard Support,2.35,Month,835.81,USD,1.0,21052.53,1052.63,22105.16,21052.53,Enso US,UK-South,Marketing,Enterprise,,Credit Card,,Jane Miller
TXN-0005730,Cash Sale,2024-12-06,Dec 2024,CAS-952525,Paid,Yes,Vehement Inc,4200,Product Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,1.0,Each,801.86,GBP,1.27,15486.48,774.32,16260.8,19667.83,Enso UK,US-West,Finance,Internal,,ACH,,
TXN-0005731,Cash Sale,2024-12-27,Dec 2024,CAS-573976,Paid,Yes,Acme Corp,4100,Services Revenue,Training session,SKU-SUP-PREM,Premium Support,7.17,Month,1792.72,USD,1.0,20817.04,0.0,20817.04,20817.04,Enso US,EU-Central,R&D,Mid-Market,,Credit Card,,Ethan Brown
TXN-0005732,Vendor Payment,2024-12-07,Dec 2024,VEN-370431,Processed,Yes,KPMG,6000,Sales & Marketing,Travel & meals,,,,,,USD,1.0,4740.16,0.0,4740.16,4740.16,Enso EU,US-West,Marketing,SMB,,ACH,,
TXN-0005733,Bank Deposit,2024-12-19,Dec 2024,BAN-210464,Deposited,Yes,Salesforce,2000,Accounts Payable,Support plan,,,,,,USD,1.0,38596.04,0.0,38596.04,38596.04,Enso UK,EU-Central,Finance,SMB,,Credit Card,,Amelia Wong
TXN-0005734,Item Receipt,2024-12-20,Dec 2024,ITE-135202,Received,Yes,Cloudflare,1200,Inventory,Travel & meals,SKU-TRNG-01,Admin Training,1.0,Hour,1259.72,USD,1.0,6155.53,584.78,6740.31,6155.53,Enso US,EU-Central,HR,Mid-Market,,,,Derrick Cho
TXN-0005735,Transfer,2024-12-28,Dec 2024,TRA-927372,Completed,Yes,Google Cloud,4000,Revenue,Training session,,,,,,USD,1.0,34614.58,0.0,34614.58,34614.58,Enso US,EU-Central,Sales,Internal,,,,
TXN-0005736,Customer Payment,2024-12-31,Dec 2024,CUS-957084,Deposited,Yes,Wonka LLC,4000,Revenue,Quarterly true-up,,,,,,USD,1.0,1260.38,0.0,1260.38,1260.38,Enso UK,US-East,Finance,Internal,,Credit Card,,
TXN-0005737,Vendor Payment,2024-12-03,Dec 2024,VEN-841656,Processed,Yes,Zoom,5000,COGS,License renewal,,,,,,USD,1.0,9634.32,0.0,9634.32,9634.32,Enso UK,US-West,R&D,Mid-Market,,Wire,,Jane Miller
TXN-0005738,Bill,2024-12-07,Dec 2024,BIL-947202,Open,Yes,Cisco,6000,Sales & Marketing,Training session,SKU-ENSO-TEAM,Enso Team License,5.72,Each,247.61,USD,1.0,10938.35,957.11,11895.46,10938.35,Enso UK,EU-Central,HR,SMB,Net 30,,,Amelia Wong
TXN-0005739,Customer Payment,2024-12-03,Dec 2024,CUS-341746,Deposited,Yes,Pied Piper Partners,4200,Product Revenue,Training session,,,,,,USD,1.0,21725.62,0.0,21725.62,21725.62,Enso US,US-East,R&D,Enterprise,,Credit Card,,
TXN-0005740,Cash Sale,2024-12-08,Dec 2024,CAS-426331,Paid,Yes,Initech Partners,4100,Services Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,2.17,Each,1613.84,EUR,1.09,24127.83,2292.14,26419.97,26299.33,Enso EU,EU-Central,Sales,Internal,,Check,,Sophia Garcia
TXN-0005741,Bank Deposit,2024-12-17,Dec 2024,BAN-121552,Deposited,Yes,KPMG,4100,Services Revenue,Consulting services,,,,,,USD,1.0,35964.79,0.0,35964.79,35964.79,Enso US,EU-Central,Marketing,SMB,,Credit Card,,Priya Shah
TXN-0005742,Credit Memo,2024-12-07,Dec 2024,CRE-427319,Applied,Yes,Wonka LLC,4100,Services Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,11.31,Each,2700.83,USD,1.0,-9518.2,0.0,-9518.2,-9518.2,Enso EU,US-East,R&D,Internal,,,,Carlos Ortiz
TXN-0005743,Bill,2024-12-13,Dec 2024,BIL-828982,Open,Yes,Fastly,6200,G&A Expense,Training session,SKU-TRNG-01,Admin Training,3.98,Hour,1485.08,USD,1.0,5279.9,264.0,5543.9,5279.9,Enso UK,UK-South,R&D,SMB,Due on Receipt,,,
TXN-0005744,Customer Payment,2024-12-27,Dec 2024,CUS-289274,Undeposited,Yes,Massive Dynamic Inc,4100,Services Revenue,Hardware purchase,,,,,,GBP,1.27,13730.99,0.0,13730.99,17438.36,Enso US,US-West,Operations,Internal,,Check,,
TXN-0005745,Bill,2024-12-28,Dec 2024,BIL-499616,Partially Paid,Yes,Accenture,6200,G&A Expense,Cloud services,SKU-SUP-PREM,Premium Support,3.15,Month,1276.51,USD,1.0,12784.51,1214.53,13999.04,12784.51,Enso US,UK-South,Marketing,Mid-Market,Net 30,,,Derrick Cho
TXN-0005746,Expense Report,2024-12-30,Dec 2024,EXP-820738,Approved,Yes,Google Cloud,5000,COGS,Subscription,SKU-SUP-PREM,Premium Support,5.63,Month,1507.44,GBP,1.27,3017.26,0.0,3017.26,3831.92,Enso EU,US-East,R&D,Mid-Market,,,,
TXN-0005747,Credit Memo,2024-12-09,Dec 2024,CRE-876590,Open,Yes,Tyrell LLC,4100,Services Revenue,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,8.79,Each,296.28,USD,1.0,-6276.8,0.0,-6276.8,-6276.8,Enso UK,US-West,Operations,SMB,,,,Ethan Brown
TXN-0005748,Item Receipt,2024-12-04,Dec 2024,ITE-598936,Received,Yes,Fastly,1200,Inventory,Travel & meals,SKU-ENSO-TEAM,Enso Team License,6.78,Each,1262.05,USD,1.0,15126.37,1323.56,16449.93,15126.37,Enso UK,US-East,Operations,SMB,,,,Liam O'Connor
TXN-0005749,Invoice,2024-12-09,Dec 2024,INV-256343,Paid In Full,Yes,Globex Partners,4100,Services Revenue,Quarterly true-up,SKU-SUP-STD,Standard Support,2.02,Month,1619.06,EUR,1.09,4351.03,413.35,4764.38,4742.62,Enso EU,US-East,Marketing,Mid-Market,Net 15,,,Liam O'Connor
TXN-0005750,Vendor Payment,2024-12-20,Dec 2024,VEN-316155,Processed,Yes,HP,5000,COGS,Travel & meals,,,,,,USD,1.0,10192.46,0.0,10192.46,10192.46,Enso US,UK-South,Operations,Internal,,Check,,Ethan Brown
TXN-0005751,Customer Payment,2024-12-31,Dec 2024,CUS-813765,Undeposited,Yes,Wayne Corp,4100,Services Revenue,Subscription,,,,,,GBP,1.27,19104.62,0.0,19104.62,24262.87,Enso UK,US-East,Finance,Enterprise,,Wire,,Noah Smith
TXN-0005752,Bill,2024-12-09,Dec 2024,BIL-452064,Open,Yes,Google Cloud,6000,Sales & Marketing,Cloud services,SKU-ENSO-PRO,Enso Pro License,5.05,Each,2316.12,USD,1.0,14553.99,1382.63,15936.62,14553.99,Enso US,US-West,Marketing,SMB,Net 15,,,
TXN-0005753,Expense Report,2024-12-19,Dec 2024,EXP-435375,Paid,Yes,Stripe,6000,Sales & Marketing,Travel & meals,SKU-SUP-PREM,Premium Support,7.88,Month,1182.67,USD,1.0,1762.06,167.4,1929.46,1762.06,Enso UK,EU-Central,Operations,Mid-Market,,,,Carlos Ortiz
TXN-0005754,Invoice,2024-12-17,Dec 2024,INV-241460,Open,Yes,Stark Corp,4000,Revenue,Hardware purchase,SKU-ENSO-PRO,Enso Pro License,5.86,Each,766.87,USD,1.0,14757.1,737.86,15494.96,14757.1,Enso UK,UK-South,Sales,SMB,Net 15,,,Marcus Johnson
TXN-0005755,Transfer,2024-12-17,Dec 2024,TRA-970936,Completed,Yes,KPMG,5200,Merchant Fees,Subscription,,,,,,EUR,1.09,35953.91,0.0,35953.91,39189.76,Enso US,US-West,Operations,SMB,,,,
TXN-0005756,Customer Payment,2024-12-04,Dec 2024,CUS-287066,Undeposited,Yes,Tyrell Inc,4200,Product Revenue,Quarterly true-up,,,,,,USD,1.0,12188.49,0.0,12188.49,12188.49,Enso EU,EU-Central,HR,Mid-Market,,Credit Card,,Maya Patel
TXN-0005757,Expense Report,2024-12-31,Dec 2024,EXP-382856,Paid,Yes,KPMG,6000,Sales & Marketing,Support plan,SKU-ENSO-TEAM,Enso Team License,7.5,Each,1190.23,USD,1.0,4751.95,415.8,5167.75,4751.95,Enso EU,US-West,Operations,Enterprise,,,,Ethan Brown
TXN-0005758,Expense Report,2024-12-03,Dec 2024,EXP-553728,Approved,Yes,KPMG,6200,G&A Expense,Travel & meals,SKU-ENSO-TEAM,Enso Team License,5.07,Each,1697.52,USD,1.0,8860.09,443.0,9303.09,8860.09,Enso US,US-East,HR,SMB,,,,Noah Smith
TXN-0005759,Bill,2024-12-15,Dec 2024,BIL-461122,Partially Paid,Yes,Fastly,6100,R&D Expense,Hardware purchase,SKU-TRNG-01,Admin Training,5.37,Hour,107.7,USD,1.0,1854.4,176.17,2030.57,1854.4,Enso US,EU-Central,Marketing,Mid-Market,Net 30,,,Amelia Wong
