STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AFW,Africa Western and Central,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,7769.178408122481,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ARB,Arab World,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,51187.8914374475,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CSS,Caribbean small states,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,44601.20337949219,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CEB,Central Electricity Board (CEB),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,45312.08462044433,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EAR,Early-demographic dividend,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,16741.47628326858,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EAS,East Asia & Pacific,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,15629.43086921036,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EAP,East Asia & Pacific (excluding high income),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,8666.804665972108,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,8666.804665972108,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EMU,Euro area,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,106643.098704011,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECS,Europe & Central Asia,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,69364.86096189564,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECA,Europe & Central Asia (excluding high income),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,25507.03125915122,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TEC,Europe & Central Asia (IDA & IBRD),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,34284.2745966022,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EUU,European Union,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,94018.87755783988,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FCS,Fragile and conflict affected situations,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,9478.102107243889,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HPC,Heavily indebted poor countries (HIPC),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,5663.645985483836,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HIC,High income,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,87599.17553714551,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IBD,IBRD only,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,15868.03396266647,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IBT,IDA & IBRD total,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,14302.09243687213,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IDB,IDA blend,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,10014.93192477452,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IDX,IDA only,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,6113.372375392793,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IDA,IDA total,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,7512.630332985174,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LTE,Late-demographic dividend,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,15067.79430105151,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,37140.85307888241,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,36213.38407748147,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,36608.56914500771,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LDC,Least developed countries: UN classification,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,5343.474135958078,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMY,Low & middle income,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,12994.20248641822,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LIC,Low income,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,5771.80986757972,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMC,Lower middle income,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,9822.184850197453,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,39204.7131470819,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MNA,Middle East & North Africa (excluding high income),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,28017.34619964161,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TMN,Middle East & North Africa (IDA & IBRD),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,28020.70942282238,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MIC,Middle income,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,13334.46788863996,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAC,North America,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,106286.3577735232,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,OED,OECD members,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,87599.82921466087,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,OSS,Other small states,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,45262.30280031719,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PSS,Pacific island small states,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,16717.89952278089,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PST,Post-demographic dividend,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,92796.562342483,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRE,Pre-demographic dividend,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,7929.752514015775,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SST,Small states,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,41446.02937427579,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SAS,South Asia,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,8643.303023604887,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TSA,South Asia (IDA & IBRD),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,8643.303023604887,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,8267.371919293118,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SSA,Sub-Saharan Africa (excluding high income),WB_WDI_SL_GDP_PCAP_EM_KD,GDP per person employed (constant 2021 PPP $),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PPP_K_2021_PS,"PPP dollars, 2021 constant prices per person",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,9039.777154384274,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per person employed (constant 2021 PPP $),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public
