Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From,Approval User
TXN-0004780,Transfer,2024-10-07,Oct 2024,TRA-183384,Completed,Yes,Salesforce,6100,R&D Expense,Subscription,,,,,,USD,1.0,44686.56,0.0,44686.56,44686.56,Enso US,US-West,Finance,SMB,,,,Derrick Cho
TXN-0004781,Customer Payment,2024-10-26,Oct 2024,CUS-890457,Undeposited,Yes,Pied Piper Inc,4100,Services Revenue,Inventory receipt,,,,,,EUR,1.09,23795.25,0.0,23795.25,25936.82,Enso US,US-West,Operations,Enterprise,,Check,,Jane Miller
TXN-0004782,Vendor Payment,2024-10-14,Oct 2024,VEN-780412,Processed,Yes,AWS,6000,Sales & Marketing,Monthly charge,,,,,,USD,1.0,7363.18,0.0,7363.18,7363.18,Enso EU,US-East,HR,Internal,,Wire,,Amelia Wong
TXN-0004783,Bill,2024-10-02,Oct 2024,BIL-450028,Partially Paid,Yes,Cloudflare,5000,COGS,License renewal,SKU-ENSO-TEAM,Enso Team License,5.83,Each,1394.03,USD,1.0,11749.38,0.0,11749.38,11749.38,Enso UK,US-East,HR,Internal,Due on Receipt,,,Priya Shah
TXN-0004784,Customer Payment,2024-10-19,Oct 2024,CUS-133479,Deposited,Yes,Stark Corp,4100,Services Revenue,Quarterly true-up,,,,,,USD,1.0,18560.43,0.0,18560.43,18560.43,Enso EU,UK-South,Finance,Mid-Market,,Credit Card,,Marcus Johnson
TXN-0004785,Bill,2024-10-06,Oct 2024,BIL-136022,Paid In Full,Yes,Cloudflare,6000,Sales & Marketing,Inventory receipt,SKU-SUP-PREM,Premium Support,4.48,Month,1025.47,USD,1.0,6971.01,662.25,7633.26,6971.01,Enso EU,US-West,Marketing,SMB,Due on Receipt,,,Noah Smith
TXN-0004786,Bank Deposit,2024-10-22,Oct 2024,BAN-373201,Deposited,Yes,Cisco,2100,Accrued Expenses,License renewal,,,,,,USD,1.0,6638.19,0.0,6638.19,6638.19,Enso US,EU-Central,Sales,Internal,,Check,,Liam O'Connor
TXN-0004787,Vendor Payment,2024-10-13,Oct 2024,VEN-517428,Processed,Yes,Cloudflare,6100,R&D Expense,Subscription,,,,,,USD,1.0,10605.79,0.0,10605.79,10605.79,Enso EU,UK-South,HR,Enterprise,,Wire,,Liam O'Connor
TXN-0004788,Vendor Payment,2024-10-18,Oct 2024,VEN-477832,Processed,Yes,Microsoft,5000,COGS,Monthly charge,,,,,,USD,1.0,6491.49,0.0,6491.49,6491.49,Enso UK,US-West,R&D,SMB,,Wire,,Elena Petrova
TXN-0004789,Bill,2024-10-22,Oct 2024,BIL-689756,Paid In Full,Yes,Oracle,6100,R&D Expense,Promotion credit,SKU-ENSO-TEAM,Enso Team License,7.84,Each,954.77,EUR,1.09,8174.22,715.24,8889.46,8909.9,Enso EU,US-West,Operations,Internal,Due on Receipt,,,Maya Patel
TXN-0004790,Item Receipt,2024-10-06,Oct 2024,ITE-590519,Received,Yes,Salesforce,1200,Inventory,Cloud services,SKU-ENSO-PRO,Enso Pro License,8.33,Each,87.77,EUR,1.09,3819.46,334.2,4153.66,4163.21,Enso EU,EU-Central,HR,Internal,,,,
TXN-0004791,Credit Memo,2024-10-01,Oct 2024,CRE-663850,Open,Yes,Vehement LLC,4200,Product Revenue,Travel & meals,SKU-ENSO-PRO,Enso Pro License,7.9,Each,575.56,USD,1.0,-3555.54,0.0,-3555.54,-3555.54,Enso EU,EU-Central,Marketing,Internal,,,,Amelia Wong
TXN-0004792,Bill,2024-10-02,Oct 2024,BIL-492123,Partially Paid,Yes,Google Cloud,5000,COGS,Subscription,SKU-TRNG-01,Admin Training,5.27,Hour,1248.5,EUR,1.09,10256.59,512.83,10769.42,11179.68,Enso EU,UK-South,Sales,Mid-Market,Net 15,,,Priya Shah
TXN-0004793,Expense Report,2024-10-02,Oct 2024,EXP-528603,Pending Approval,Yes,Google Cloud,6100,R&D Expense,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,6.91,Each,276.72,USD,1.0,12878.69,0.0,12878.69,12878.69,Enso EU,US-East,Marketing,Mid-Market,,,,Priya Shah
TXN-0004794,Bank Deposit,2024-10-12,Oct 2024,BAN-879578,Deposited,Yes,Zoom,4100,Services Revenue,Cloud services,,,,,,USD,1.0,47620.09,0.0,47620.09,47620.09,Enso EU,EU-Central,Marketing,Enterprise,,Credit Card,,Ethan Brown
TXN-0004795,Credit Memo,2024-10-02,Oct 2024,CRE-542644,Applied,Yes,Massive Dynamic Corp,4200,Product Revenue,Subscription,SKU-ENSO-TEAM,Enso Team License,4.05,Each,1687.67,USD,1.0,-16019.08,0.0,-16019.08,-16019.08,Enso EU,US-West,Operations,Mid-Market,,,,Sophia Garcia
TXN-0004796,Bill,2024-10-19,Oct 2024,BIL-442465,Partially Paid,Yes,Microsoft,6000,Sales & Marketing,Quarterly true-up,SKU-SUP-PREM,Premium Support,8.92,Month,2865.5,USD,1.0,13632.98,1295.13,14928.11,13632.98,Enso EU,UK-South,Operations,Mid-Market,Net 45,,,Ethan Brown
TXN-0004797,Invoice,2024-10-17,Oct 2024,INV-633325,Open,Yes,Aperture Corp,4100,Services Revenue,Promotion credit,SKU-ENSO-TEAM,Enso Team License,5.96,Each,1464.89,USD,1.0,19174.19,1821.55,20995.74,19174.19,Enso UK,UK-South,R&D,SMB,Due on Receipt,,,Noah Smith
TXN-0004798,Expense Report,2024-10-18,Oct 2024,EXP-678238,Paid,Yes,Zoom,6000,Sales & Marketing,Cloud services,SKU-SUP-PREM,Premium Support,1.0,Month,2427.85,USD,1.0,3374.39,295.26,3669.65,3374.39,Enso US,UK-South,Finance,Mid-Market,,,,
TXN-0004799,Vendor Payment,2024-10-29,Oct 2024,VEN-126255,Processed,Yes,Oracle,6200,G&A Expense,Support plan,,,,,,USD,1.0,8202.73,0.0,8202.73,8202.73,Enso EU,UK-South,HR,Enterprise,,ACH,,
TXN-0004800,Item Receipt,2024-10-16,Oct 2024,ITE-217727,Received,Yes,Oracle,1200,Inventory,Monthly charge,SKU-SUP-STD,Standard Support,2.85,Month,1319.44,EUR,1.09,5303.03,503.79,5806.82,5780.3,Enso UK,US-East,Operations,Mid-Market,,,,Sophia Garcia
TXN-0004801,Journal Entry,2024-10-08,Oct 2024,JOU-953148,Posted,Yes,HP,4100,Services Revenue,Travel & meals,,,,,,USD,1.0,2814.16,0.0,2814.16,2814.16,Enso EU,UK-South,Sales,Enterprise,,,,Maya Patel
TXN-0004802,Vendor Payment,2024-10-20,Oct 2024,VEN-755767,Processed,Yes,Fastly,6200,G&A Expense,Hardware purchase,,,,,,USD,1.0,13426.96,0.0,13426.96,13426.96,Enso EU,UK-South,Sales,Enterprise,,Wire,,Ethan Brown
TXN-0004803,Customer Payment,2024-10-14,Oct 2024,CUS-442175,Deposited,Yes,Pied Piper Corp,4000,Revenue,Support plan,,,,,,GBP,1.27,7874.79,0.0,7874.79,10000.98,Enso US,US-East,Marketing,Mid-Market,,Credit Card,,Liam O'Connor
TXN-0004804,Vendor Payment,2024-10-01,Oct 2024,VEN-185425,Processed,Yes,KPMG,6100,R&D Expense,Monthly charge,,,,,,USD,1.0,1275.86,0.0,1275.86,1275.86,Enso UK,US-West,R&D,Mid-Market,,Credit Card,,
TXN-0004805,Invoice,2024-10-12,Oct 2024,INV-192810,Open,Yes,Globex Corp,4200,Product Revenue,Hardware purchase,SKU-TRNG-01,Admin Training,1.0,Hour,1852.35,USD,1.0,24181.48,2297.24,26478.72,24181.48,Enso US,EU-Central,Sales,SMB,Net 45,,,Jane Miller
TXN-0004806,Customer Payment,2024-10-05,Oct 2024,CUS-713042,Undeposited,Yes,Vehement Corp,4000,Revenue,Quarterly true-up,,,,,,USD,1.0,19537.44,0.0,19537.44,19537.44,Enso US,US-East,Sales,Enterprise,,ACH,,Derrick Cho
TXN-0004807,Transfer,2024-10-21,Oct 2024,TRA-491873,Completed,Yes,Deloitte,5200,Merchant Fees,Promotion credit,,,,,,USD,1.0,43031.21,0.0,43031.21,43031.21,Enso EU,UK-South,Marketing,Internal,,,,Priya Shah
TXN-0004808,Bill,2024-10-20,Oct 2024,BIL-726556,Partially Paid,Yes,Deloitte,6200,G&A Expense,Support plan,SKU-ENSO-TEAM,Enso Team License,4.97,Each,3686.7,USD,1.0,7223.94,0.0,7223.94,7223.94,Enso EU,UK-South,Marketing,Internal,Net 15,,,Maya Patel
TXN-0004809,Bill,2024-10-20,Oct 2024,BIL-809963,Open,Yes,AWS,6000,Sales & Marketing,Travel & meals,SKU-ENSO-TEAM,Enso Team License,2.01,Each,24.03,USD,1.0,12924.49,0.0,12924.49,12924.49,Enso US,US-West,Operations,SMB,Net 45,,,Amelia Wong
TXN-0004810,Invoice,2024-10-18,Oct 2024,INV-386168,Partially Paid,Yes,Wayne Partners,4200,Product Revenue,Hardware purchase,SKU-TRNG-01,Admin Training,9.13,Hour,1589.67,USD,1.0,16825.68,1598.44,18424.12,16825.68,Enso US,EU-Central,HR,Internal,Net 30,,,Priya Shah
TXN-0004811,Bill,2024-10-17,Oct 2024,BIL-225738,Paid In Full,Yes,Microsoft,6200,G&A Expense,Travel & meals,SKU-ENSO-PRO,Enso Pro License,4.23,Each,1840.04,USD,1.0,12087.77,1057.68,13145.45,12087.77,Enso US,US-East,R&D,SMB,Net 45,,,Sophia Garcia
TXN-0004812,Bill,2024-10-30,Oct 2024,BIL-369571,Open,Yes,Oracle,6000,Sales & Marketing,Travel & meals,SKU-ENSO-TEAM,Enso Team License,5.9,Each,520.91,USD,1.0,7550.57,0.0,7550.57,7550.57,Enso UK,US-East,Sales,Internal,Net 45,,,Marcus Johnson
TXN-0004813,Credit Memo,2024-10-10,Oct 2024,CRE-153901,Applied,Yes,Wonka Inc,4000,Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,2.02,Each,1882.3,USD,1.0,-22029.47,0.0,-22029.47,-22029.47,Enso US,EU-Central,Sales,Mid-Market,,,,Carlos Ortiz
TXN-0004814,Transfer,2024-10-21,Oct 2024,TRA-924794,Completed,Yes,Oracle,2100,Accrued Expenses,Monthly charge,,,,,,USD,1.0,49078.05,0.0,49078.05,49078.05,Enso EU,US-East,Finance,Enterprise,,,,Derrick Cho
TXN-0004815,Vendor Payment,2024-10-04,Oct 2024,VEN-937826,Processed,Yes,Google Cloud,6200,G&A Expense,Travel & meals,,,,,,USD,1.0,9143.08,0.0,9143.08,9143.08,Enso US,EU-Central,Finance,Mid-Market,,Check,,Sophia Garcia
TXN-0004816,Invoice,2024-10-28,Oct 2024,INV-282927,Paid In Full,Yes,Aperture Corp,4100,Services Revenue,Hardware purchase,SKU-TRNG-01,Admin Training,5.85,Hour,217.71,USD,1.0,8780.31,0.0,8780.31,8780.31,Enso UK,US-East,R&D,SMB,Due on Receipt,,,Derrick Cho
TXN-0004817,Credit Memo,2024-10-30,Oct 2024,CRE-477988,Applied,Yes,Massive Dynamic Partners,4100,Services Revenue,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,1.0,Each,135.11,USD,1.0,-6644.4,0.0,-6644.4,-6644.4,Enso UK,UK-South,R&D,Enterprise,,,,
TXN-0004818,Invoice,2024-10-28,Oct 2024,INV-106605,Paid In Full,Yes,Initech Corp,4000,Revenue,Quarterly true-up,SKU-SUP-STD,Standard Support,6.14,Month,848.38,USD,1.0,11129.81,973.86,12103.67,11129.81,Enso UK,US-West,Operations,Internal,Net 15,,,Priya Shah
TXN-0004819,Vendor Credit,2024-10-26,Oct 2024,VEN-275648,Applied,Yes,Stripe,6000,Sales & Marketing,Support plan,SKU-SUP-PREM,Premium Support,6.88,Month,1371.3,USD,1.0,-7365.66,0.0,-7365.66,-7365.66,Enso US,US-West,Marketing,SMB,,,,Sophia Garcia
TXN-0004820,Transfer,2024-10-26,Oct 2024,TRA-824141,Completed,Yes,Cisco,3000,Equity,Quarterly true-up,,,,,,USD,1.0,35418.7,0.0,35418.7,35418.7,Enso UK,US-West,HR,Mid-Market,,,,Derrick Cho
TXN-0004821,Invoice,2024-10-26,Oct 2024,INV-660059,Open,Yes,Cyberdyne Corp,4200,Product Revenue,Cloud services,SKU-SUP-STD,Standard Support,4.47,Month,1113.98,EUR,1.09,20362.99,1781.76,22144.75,22195.66,Enso UK,US-West,HR,SMB,Due on Receipt,,,Elena Petrova
TXN-0004822,Cash Sale,2024-10-06,Oct 2024,CAS-603313,Paid,Yes,Stark Partners,4100,Services Revenue,Monthly charge,SKU-TRNG-01,Admin Training,9.57,Hour,1900.67,USD,1.0,21459.68,1072.98,22532.66,21459.68,Enso UK,US-West,Operations,SMB,,Check,,Marcus Johnson
TXN-0004823,Bill,2024-10-11,Oct 2024,BIL-804102,Paid In Full,Yes,Deloitte,6100,R&D Expense,Travel & meals,SKU-TRNG-01,Admin Training,6.22,Hour,698.84,EUR,1.09,8704.74,826.95,9531.69,9488.17,Enso US,US-East,Operations,SMB,Net 30,,,Liam O'Connor
TXN-0004824,Bank Deposit,2024-10-27,Oct 2024,BAN-131061,Deposited,Yes,Zoom,2100,Accrued Expenses,Training session,,,,,,USD,1.0,28189.27,0.0,28189.27,28189.27,Enso UK,US-West,Operations,SMB,,Check,,
TXN-0004825,Cash Sale,2024-10-04,Oct 2024,CAS-251336,Paid,Yes,Soylent Partners,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,4.98,Each,393.41,USD,1.0,13114.85,1245.91,14360.76,13114.85,Enso US,UK-South,Operations,Enterprise,,Credit Card,,
TXN-0004826,Vendor Credit,2024-10-23,Oct 2024,VEN-610832,Applied,Yes,Cisco,6000,Sales & Marketing,Hardware purchase,SKU-SUP-PREM,Premium Support,8.49,Month,2441.98,USD,1.0,-1099.48,0.0,-1099.48,-1099.48,Enso EU,UK-South,HR,Internal,,,,Carlos Ortiz
TXN-0004827,Customer Payment,2024-10-07,Oct 2024,CUS-620548,Undeposited,Yes,Wayne Inc,4200,Product Revenue,Cloud services,,,,,,USD,1.0,6214.73,0.0,6214.73,6214.73,Enso UK,UK-South,R&D,SMB,,Credit Card,,Priya Shah
TXN-0004828,Customer Payment,2024-10-15,Oct 2024,CUS-112875,Deposited,Yes,Globex Corp,4000,Revenue,Monthly charge,,,,,,USD,1.0,1266.52,0.0,1266.52,1266.52,Enso US,EU-Central,R&D,SMB,,Credit Card,,Maya Patel
TXN-0004829,Cash Sale,2024-10-09,Oct 2024,CAS-151287,Paid,Yes,Wonka Inc,4200,Product Revenue,Cloud services,SKU-SUP-STD,Standard Support,3.38,Month,1118.93,USD,1.0,11990.47,1049.17,13039.64,11990.47,Enso EU,EU-Central,R&D,Internal,,Check,,
TXN-0004830,Customer Payment,2024-10-05,Oct 2024,CUS-196567,Deposited,Yes,Tyrell Corp,4100,Services Revenue,Hardware purchase,,,,,,EUR,1.09,21704.22,0.0,21704.22,23657.6,Enso EU,US-West,Operations,Enterprise,,Wire,,Carlos Ortiz
TXN-0004831,Cash Sale,2024-10-25,Oct 2024,CAS-987268,Paid,Yes,Soylent Partners,4100,Services Revenue,Hardware purchase,SKU-SUP-STD,Standard Support,3.48,Month,3071.24,USD,1.0,15067.64,753.38,15821.02,15067.64,Enso US,US-East,HR,Enterprise,,Check,,Elena Petrova
TXN-0004832,Customer Payment,2024-10-31,Oct 2024,CUS-880554,Deposited,Yes,Stark Inc,4100,Services Revenue,Monthly charge,,,,,,USD,1.0,15903.73,0.0,15903.73,15903.73,Enso EU,EU-Central,Operations,Internal,,Check,,Jane Miller
TXN-0004833,Vendor Payment,2024-10-05,Oct 2024,VEN-153861,Processed,Yes,Accenture,6000,Sales & Marketing,Monthly charge,,,,,,USD,1.0,6196.6,0.0,6196.6,6196.6,Enso EU,US-East,Finance,SMB,,Check,,Jane Miller
TXN-0004834,Cash Sale,2024-10-28,Oct 2024,CAS-278517,Paid,Yes,Aperture Corp,4000,Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,3.94,Month,911.67,USD,1.0,15195.37,1443.56,16638.93,15195.37,Enso UK,UK-South,Finance,Mid-Market,,Wire,,Ethan Brown
TXN-0004835,Vendor Credit,2024-10-19,Oct 2024,VEN-221386,Applied,Yes,Microsoft,6000,Sales & Marketing,Training session,SKU-SUP-STD,Standard Support,1.66,Month,1934.82,USD,1.0,-6846.21,0.0,-6846.21,-6846.21,Enso EU,US-West,HR,Enterprise,,,,Elena Petrova
TXN-0004836,Invoice,2024-10-11,Oct 2024,INV-134279,Partially Paid,Yes,Acme Corp,4000,Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,11.49,Each,954.74,USD,1.0,7539.95,716.3,8256.25,7539.95,Enso US,US-West,Sales,Mid-Market,Due on Receipt,,,Jane Miller
TXN-0004837,Credit Memo,2024-10-29,Oct 2024,CRE-599382,Open,Yes,Initech LLC,4200,Product Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,1.0,Each,2200.65,USD,1.0,-6596.56,0.0,-6596.56,-6596.56,Enso US,EU-Central,Finance,Mid-Market,,,,Amelia Wong
TXN-0004838,Bill,2024-10-26,Oct 2024,BIL-609287,Partially Paid,Yes,KPMG,6100,R&D Expense,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,1.0,Each,992.47,USD,1.0,14761.47,0.0,14761.47,14761.47,Enso UK,UK-South,Marketing,Enterprise,Due on Receipt,,,Liam O'Connor
TXN-0004839,Invoice,2024-10-11,Oct 2024,INV-996354,Open,Yes,Stark LLC,4000,Revenue,Cloud services,SKU-SUP-STD,Standard Support,8.16,Month,1510.41,USD,1.0,14389.48,719.47,15108.95,14389.48,Enso UK,US-West,HR,Mid-Market,Net 30,,,Amelia Wong
TXN-0004840,Bank Deposit,2024-10-21,Oct 2024,BAN-957223,Deposited,Yes,Zoom,2100,Accrued Expenses,Support plan,,,,,,USD,1.0,9586.96,0.0,9586.96,9586.96,Enso EU,US-West,Sales,Enterprise,,ACH,,Priya Shah
TXN-0004841,Invoice,2024-10-28,Oct 2024,INV-237030,Paid In Full,Yes,Soylent Partners,4200,Product Revenue,Subscription,SKU-ENSO-TEAM,Enso Team License,3.62,Each,2325.56,USD,1.0,8782.14,834.3,9616.44,8782.14,Enso EU,UK-South,Finance,Enterprise,Net 45,,,Elena Petrova
TXN-0004842,Invoice,2024-10-21,Oct 2024,INV-392326,Partially Paid,Yes,Massive Dynamic LLC,4000,Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,5.53,Each,1162.37,USD,1.0,10537.16,0.0,10537.16,10537.16,Enso EU,EU-Central,HR,SMB,Net 30,,,Marcus Johnson
TXN-0004843,Invoice,2024-10-08,Oct 2024,INV-319615,Paid In Full,Yes,Hooli Partners,4200,Product Revenue,License renewal,SKU-TRNG-01,Admin Training,8.05,Hour,1310.58,USD,1.0,18026.46,1712.51,19738.97,18026.46,Enso EU,US-West,R&D,SMB,Net 30,,,Elena Petrova
TXN-0004844,Vendor Payment,2024-10-21,Oct 2024,VEN-839759,Processed,Yes,Zoom,6100,R&D Expense,Training session,,,,,,USD,1.0,948.38,0.0,948.38,948.38,Enso EU,UK-South,Marketing,Enterprise,,Wire,,Amelia Wong
TXN-0004845,Expense Report,2024-10-03,Oct 2024,EXP-736113,Approved,Yes,Deloitte,6200,G&A Expense,Subscription,SKU-SUP-PREM,Premium Support,6.12,Month,2923.45,USD,1.0,11761.67,1029.15,12790.82,11761.67,Enso EU,UK-South,Marketing,Enterprise,,,,Priya Shah
TXN-0004846,Customer Payment,2024-10-29,Oct 2024,CUS-756265,Deposited,Yes,Wonka LLC,4200,Product Revenue,Support plan,,,,,,USD,1.0,4568.79,0.0,4568.79,4568.79,Enso UK,US-East,HR,Internal,,Check,,Carlos Ortiz
TXN-0004847,Transfer,2024-10-13,Oct 2024,TRA-788707,Completed,Yes,Zoom,1100,Accounts Receivable,License renewal,,,,,,USD,1.0,43172.77,0.0,43172.77,43172.77,Enso UK,US-West,HR,SMB,,,,Marcus Johnson
TXN-0004848,Vendor Payment,2024-10-07,Oct 2024,VEN-434063,Processed,Yes,Google Cloud,5000,COGS,Cloud services,,,,,,USD,1.0,6807.31,0.0,6807.31,6807.31,Enso US,EU-Central,Operations,Enterprise,,Check,,Noah Smith
TXN-0004849,Journal Entry,2024-10-02,Oct 2024,JOU-318242,Approved,Yes,Deloitte,1200,Inventory,Travel & meals,,,,,,GBP,1.27,33604.07,0.0,33604.07,42677.17,Enso UK,EU-Central,Marketing,SMB,,,,Liam O'Connor
TXN-0004850,Invoice,2024-10-07,Oct 2024,INV-887744,Partially Paid,Yes,Initech Partners,4200,Product Revenue,Support plan,SKU-SUP-STD,Standard Support,3.42,Month,402.45,USD,1.0,586.9,55.76,642.66,586.9,Enso EU,EU-Central,R&D,Internal,Due on Receipt,,,
TXN-0004851,Invoice,2024-10-01,Oct 2024,INV-471568,Partially Paid,Yes,Pied Piper Partners,4000,Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,3.59,Each,2297.4,USD,1.0,22758.67,0.0,22758.67,22758.67,Enso US,US-West,Operations,Mid-Market,Net 45,,,Maya Patel
TXN-0004852,Customer Payment,2024-10-06,Oct 2024,CUS-555536,Undeposited,Yes,Hooli Inc,4100,Services Revenue,Quarterly true-up,,,,,,USD,1.0,4234.58,0.0,4234.58,4234.58,Enso US,EU-Central,Marketing,SMB,,Check,,Ethan Brown
TXN-0004853,Vendor Payment,2024-10-10,Oct 2024,VEN-411913,Processed,Yes,AWS,5000,COGS,Monthly charge,,,,,,USD,1.0,13331.83,0.0,13331.83,13331.83,Enso EU,US-East,Finance,SMB,,Credit Card,,
TXN-0004854,Cash Sale,2024-10-30,Oct 2024,CAS-532840,Paid,Yes,Acme Corp,4000,Revenue,Subscription,SKU-TRNG-01,Admin Training,6.17,Hour,641.42,USD,1.0,8100.32,405.02,8505.34,8100.32,Enso EU,US-East,R&D,Enterprise,,Check,,Elena Petrova
TXN-0004855,Bill,2024-10-16,Oct 2024,BIL-942938,Paid In Full,Yes,Accenture,6200,G&A Expense,License renewal,SKU-ENSO-TEAM,Enso Team License,3.81,Each,268.8,EUR,1.09,823.7,0.0,823.7,897.83,Enso US,UK-South,Finance,Mid-Market,Net 30,,,Noah Smith
TXN-0004856,Vendor Payment,2024-10-08,Oct 2024,VEN-215482,Processed,Yes,Dell,6200,G&A Expense,Travel & meals,,,,,,USD,1.0,3445.52,0.0,3445.52,3445.52,Enso EU,EU-Central,HR,Internal,,Credit Card,,Amelia Wong
TXN-0004857,Expense Report,2024-10-27,Oct 2024,EXP-754069,Pending Approval,Yes,Cloudflare,6000,Sales & Marketing,Consulting services,SKU-SUP-PREM,Premium Support,3.94,Month,2226.33,USD,1.0,8885.06,844.08,9729.14,8885.06,Enso US,US-West,Marketing,Mid-Market,,,,Maya Patel
TXN-0004858,Bill,2024-10-07,Oct 2024,BIL-659752,Open,Yes,Accenture,6200,G&A Expense,Travel & meals,SKU-ENSO-PRO,Enso Pro License,5.81,Each,1676.64,USD,1.0,13319.99,1265.4,14585.39,13319.99,Enso EU,US-East,HR,SMB,Net 30,,,
TXN-0004859,Invoice,2024-10-15,Oct 2024,INV-612498,Open,Yes,Wonka Inc,4000,Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,2.28,Each,714.26,USD,1.0,2143.74,0.0,2143.74,2143.74,Enso US,US-West,Marketing,Internal,Net 30,,,Marcus Johnson
TXN-0004860,Journal Entry,2024-10-04,Oct 2024,JOU-527838,Approved,Yes,Microsoft,1200,Inventory,Quarterly true-up,,,,,,USD,1.0,22274.18,0.0,22274.18,22274.18,Enso EU,US-East,Operations,Mid-Market,,,,Liam O'Connor
TXN-0004861,Invoice,2024-10-09,Oct 2024,INV-675578,Open,Yes,Umbrella Inc,4100,Services Revenue,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,3.39,Each,2324.55,USD,1.0,12809.66,0.0,12809.66,12809.66,Enso UK,US-West,R&D,Enterprise,Due on Receipt,,,Priya Shah
TXN-0004862,Vendor Payment,2024-10-15,Oct 2024,VEN-793045,Processed,Yes,KPMG,6000,Sales & Marketing,Support plan,,,,,,USD,1.0,274.92,0.0,274.92,274.92,Enso EU,EU-Central,Marketing,Internal,,ACH,,Jane Miller
TXN-0004863,Invoice,2024-10-18,Oct 2024,INV-165295,Paid In Full,Yes,Umbrella Corp,4200,Product Revenue,Subscription,SKU-SUP-PREM,Premium Support,9.42,Month,281.75,USD,1.0,17373.87,0.0,17373.87,17373.87,Enso US,US-West,Finance,Internal,Net 15,,,Carlos Ortiz
TXN-0004864,Vendor Credit,2024-10-21,Oct 2024,VEN-673077,Open,Yes,AWS,6100,R&D Expense,License renewal,SKU-ENSO-TEAM,Enso Team License,8.33,Each,1487.68,USD,1.0,-9272.43,0.0,-9272.43,-9272.43,Enso EU,EU-Central,Operations,Mid-Market,,,,Amelia Wong
TXN-0004865,Invoice,2024-10-30,Oct 2024,INV-742132,Paid In Full,Yes,Hooli LLC,4000,Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,7.04,Each,111.8,GBP,1.27,20999.54,0.0,20999.54,26669.42,Enso UK,US-East,Sales,Enterprise,Net 45,,,Carlos Ortiz
TXN-0004866,Item Receipt,2024-10-05,Oct 2024,ITE-418828,Received,Yes,Deloitte,1200,Inventory,Subscription,SKU-ENSO-TEAM,Enso Team License,4.57,Each,531.38,USD,1.0,5060.87,253.04,5313.91,5060.87,Enso EU,EU-Central,Operations,Mid-Market,,,,Jane Miller
TXN-0004867,Invoice,2024-10-10,Oct 2024,INV-211943,Paid In Full,Yes,Aperture Inc,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,5.42,Each,10.06,USD,1.0,22893.03,2174.84,25067.87,22893.03,Enso EU,UK-South,Sales,SMB,Due on Receipt,,,Priya Shah
TXN-0004868,Customer Payment,2024-10-07,Oct 2024,CUS-965525,Deposited,Yes,Massive Dynamic LLC,4000,Revenue,Hardware purchase,,,,,,USD,1.0,20161.89,0.0,20161.89,20161.89,Enso UK,US-East,Operations,SMB,,Wire,,Derrick Cho
TXN-0004869,Credit Memo,2024-10-14,Oct 2024,CRE-386112,Open,Yes,Acme Partners,4000,Revenue,Support plan,SKU-TRNG-01,Admin Training,4.79,Hour,341.36,USD,1.0,-14523.0,0.0,-14523.0,-14523.0,Enso US,UK-South,Sales,Enterprise,,,,Sophia Garcia
TXN-0004870,Bill,2024-10-25,Oct 2024,BIL-693339,Open,Yes,Deloitte,6100,R&D Expense,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,7.6,Each,830.79,USD,1.0,11091.44,0.0,11091.44,11091.44,Enso UK,US-East,Operations,Enterprise,Net 45,,,Carlos Ortiz
TXN-0004871,Invoice,2024-10-17,Oct 2024,INV-654936,Paid In Full,Yes,Globex Inc,4000,Revenue,Consulting services,SKU-SUP-STD,Standard Support,1.63,Month,1479.07,USD,1.0,23949.28,2095.56,26044.84,23949.28,Enso UK,US-West,Marketing,Internal,Net 30,,,Liam O'Connor
TXN-0004872,Bill,2024-10-20,Oct 2024,BIL-667182,Partially Paid,Yes,Zoom,6200,G&A Expense,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,2.65,Each,1080.29,USD,1.0,14325.78,1360.95,15686.73,14325.78,Enso US,US-West,Marketing,SMB,Net 15,,,Noah Smith
TXN-0004873,Customer Payment,2024-10-28,Oct 2024,CUS-405872,Deposited,Yes,Pied Piper Inc,4200,Product Revenue,License renewal,,,,,,USD,1.0,20123.25,0.0,20123.25,20123.25,Enso UK,UK-South,R&D,Mid-Market,,Credit Card,,
